name,age,net_worth,company,country,industry,education,philanthropy,private_jet,yacht
Selena Skivington,60,Krona,Browsebug,Sweden,technology,high school diploma,false,true,true
Griselda Caze,36,Yuan Renminbi,Gabtype,China,finance,high school diploma,true,false,true
Roxine Normington,49,Yuan Renminbi,Tavu,China,retail,high school diploma,false,false,true
Gunilla Philipp,79,Dollar,Browsebug,United States,retail,master's degree,false,false,true
D'arcy Beaglehole,30,Peso,Fivebridge,Philippines,technology,PhD,false,true,false
Phyllys Leetham,79,Rupiah,Centimia,Indonesia,real estate,PhD,false,true,false
Alexina Le Brun,47,Zloty,Dynazzy,Poland,real estate,master's degree,false,true,false
Jamill Rudwell,45,Peso,Kwideo,Argentina,technology,bachelor's degree,true,false,false
Zara Buy,48,Dong,Twiyo,Vietnam,finance,high school diploma,false,false,true
Tillie Dami,31,Ruble,Quimba,Russia,real estate,high school diploma,false,true,true
Noreen Rountree,52,Rupiah,Devify,Indonesia,retail,PhD,false,true,true
Helsa Claricoates,59,Euro,Vitz,Portugal,technology,master's degree,false,false,false
Alisha Burbudge,74,Ruble,Vimbo,Russia,finance,high school diploma,false,true,true
Margareta Flack,56,Krone,Skajo,Norway,retail,high school diploma,true,false,true
Alika Dankersley,73,Rand,Yakijo,South Africa,real estate,PhD,false,false,false
Pancho Carvill,74,Rupiah,Jayo,Indonesia,technology,PhD,false,false,false
Jeth Ciobutaro,44,Naira,Jazzy,Nigeria,retail,master's degree,false,false,false
Tamar Tuckwood,38,Yuan Renminbi,Zoonoodle,China,technology,master's degree,false,true,true
Tasia Desson,59,Rupiah,Leexo,Indonesia,real estate,high school diploma,true,false,false
Baillie Spavon,54,Baht,Midel,Thailand,real estate,PhD,true,false,true
Clarence Baccus,36,Dram,Kazu,Armenia,real estate,master's degree,false,false,true
Fidelio Itzkovici,79,Dinar,Shufflester,Iraq,finance,high school diploma,false,true,true
Odele Kippen,53,Sol,Gigazoom,Peru,finance,PhD,true,true,true
Cyndie Smails,74,Baht,Innojam,Thailand,retail,PhD,true,true,false
Ailyn Kelberer,57,Colon,Avamm,Costa Rica,finance,master's degree,true,true,true
Glenine Crummy,71,Real,Jabberstorm,Brazil,technology,bachelor's degree,false,true,false
Sheffie O'Reilly,49,Rupiah,Miboo,Indonesia,real estate,master's degree,false,true,true
Octavia Blasio,90,Dollar,Yamia,Canada,finance,PhD,false,true,false
Orlan Summerside,57,Dollar,Zoomzone,Canada,finance,bachelor's degree,true,false,false
Keriann Dobbings,74,Dollar,Riffwire,United States,technology,PhD,false,false,false
See Nunson,65,Kuna,Oyondu,Croatia,real estate,high school diploma,true,false,false
Brodie Lantoph,57,Yuan Renminbi,Blognation,China,technology,high school diploma,false,false,false
Rose Domaschke,62,Yuan Renminbi,Tavu,China,technology,bachelor's degree,false,false,true
Gabbey Wadge,70,Peso,Riffpath,Philippines,retail,bachelor's degree,true,false,false
Che Archley,54,Franc,Skalith,Democratic Republic of the Congo,retail,PhD,true,false,true
Domenic Dorin,66,Zloty,Nlounge,Poland,retail,master's degree,true,false,false
Bent Lebbon,59,Rupiah,Topicware,Indonesia,retail,master's degree,false,true,false
Latisha Roeby,32,Yuan Renminbi,Aivee,China,retail,PhD,false,true,false
Felecia Spitell,53,Yuan Renminbi,Zoombox,China,finance,master's degree,true,false,false
Tina Old,52,Kwacha,Photolist,Malawi,finance,PhD,true,false,true
Grantley Bailes,32,Rupiah,Zazio,Indonesia,retail,bachelor's degree,true,true,false
Templeton Bardey,48,Dram,Lajo,Armenia,retail,high school diploma,false,true,true
Shane Yonge,47,Hryvnia,Pixoboo,Ukraine,technology,bachelor's degree,false,false,true
Ronnica Frudd,68,Sol,Mymm,Peru,real estate,bachelor's degree,true,true,true
Grove Linley,61,Quetzal,Tazzy,Guatemala,technology,master's degree,false,true,true
Korey Jochanany,56,Yuan Renminbi,Yabox,China,retail,high school diploma,false,false,false
Ozzie De Biasi,58,Shekel,Trudeo,Palestinian Territory,technology,master's degree,false,false,false
Sherye Luke,54,Rupiah,Aibox,Indonesia,technology,bachelor's degree,false,true,true
Rivalee Batch,54,Yuan Renminbi,Wordpedia,China,technology,bachelor's degree,true,false,false
Galvin Nel,63,Yuan Renminbi,Katz,China,technology,master's degree,false,true,true
Haven Tropman,65,Rial,Oyope,Yemen,real estate,PhD,true,true,false
Napoleon Fernan,39,Dollar,Izio,United States,technology,master's degree,false,true,true
Sandra MacGillivray,79,Dollar,Leenti,Ecuador,technology,high school diploma,false,true,false
Sanders Polini,50,Euro,Mynte,France,finance,PhD,false,false,false
Belvia O'Cannan,69,Yuan Renminbi,Cogilith,China,technology,bachelor's degree,true,true,true
Kele Grishkov,31,Euro,Snaptags,Ireland,real estate,bachelor's degree,true,true,false
Blondie Tiddy,74,Yuan Renminbi,Nlounge,China,real estate,PhD,true,true,true
Marillin Ambage,65,Peso,Realpoint,Philippines,real estate,master's degree,true,false,false
Bridie Kubu,70,Yuan Renminbi,Kazio,China,retail,PhD,false,true,false
Brant Giottoi,65,Birr,Browsedrive,Ethiopia,technology,high school diploma,false,false,false
Goldarina Gledstane,48,Hryvnia,Agivu,Ukraine,finance,PhD,false,true,false
Oliy Indgs,48,Peso,Myworks,Argentina,finance,master's degree,true,false,true
Bunni Scay,79,Yuan Renminbi,Digitube,China,technology,PhD,false,false,true
Locke McCarrison,37,Ruble,Quire,Belarus,retail,master's degree,true,true,false
Florence Marriott,79,Yuan Renminbi,Fivebridge,China,real estate,PhD,true,false,true
Ynez Boribal,53,Yuan Renminbi,Quatz,China,real estate,PhD,false,false,false
Consuela Ricciardello,59,Yuan Renminbi,Zava,China,real estate,PhD,true,true,false
Coral Cashen,55,Ruble,Zoonoodle,Russia,technology,bachelor's degree,true,false,false
Jedd Dymoke,44,Rupiah,Avaveo,Indonesia,technology,bachelor's degree,true,true,false
Marcia Blindmann,30,Rupiah,Oyondu,Indonesia,technology,high school diploma,true,false,false
Domingo Dagnall,67,Rupiah,Bubbletube,Indonesia,finance,high school diploma,true,false,true
Theobald Mateo,42,Peso,Dabtype,Philippines,real estate,bachelor's degree,true,true,true
Ralph Weeden,64,Dollar,Ainyx,United States,technology,bachelor's degree,true,true,true
Laird Tapply,80,Euro,Fivespan,France,finance,bachelor's degree,true,true,true
Aloysia Boumphrey,79,Dong,Quatz,Vietnam,real estate,PhD,false,false,false
Sallyann Maraga,53,Ruble,Linktype,Russia,finance,PhD,true,false,false
Edeline Trehearn,69,Peso,Jayo,Dominican Republic,finance,high school diploma,false,true,false
Antonino Gerdts,49,Real,Gabspot,Brazil,real estate,master's degree,false,true,false
Zahara Whittenbury,66,Forint,Skivee,Hungary,real estate,PhD,true,true,false
Alain Audas,60,Rupiah,Realpoint,Indonesia,real estate,PhD,true,false,true
Gabey Lindop,70,Krona,Skaboo,Sweden,finance,bachelor's degree,true,false,true
Shel Agutter,48,Zloty,Npath,Poland,retail,bachelor's degree,true,false,false
Jephthah Sculley,78,Rupiah,Linkbridge,Indonesia,real estate,bachelor's degree,true,true,true
Allx Ruddle,73,Euro,Yacero,Portugal,finance,bachelor's degree,false,true,false
Inesita Gerauld,79,Rupiah,Skilith,Indonesia,finance,bachelor's degree,false,false,true
Jen Suller,71,Yuan Renminbi,Feednation,China,technology,master's degree,true,true,false
Austin O'Driscole,35,Ruble,Oyondu,Russia,real estate,high school diploma,true,true,false
Tristam Fullylove,88,Euro,Fivebridge,Greece,technology,bachelor's degree,false,false,false
Martyn Maxwaile,58,Shekel,Mybuzz,Palestinian Territory,finance,bachelor's degree,true,true,false
Mable Bale,70,Rupee,Mudo,Pakistan,technology,PhD,true,false,true
Caryn Haseman,64,Rand,Photofeed,South Africa,retail,master's degree,true,false,false
Peg Bonham,51,Peso,Roomm,Philippines,real estate,high school diploma,true,false,false
Gae Raffin,30,Dong,Gigazoom,Vietnam,retail,bachelor's degree,true,true,true
Ernestine Eyres,60,Euro,Skippad,Portugal,finance,high school diploma,true,true,false
Almeria Vigors,69,Yuan Renminbi,Teklist,China,real estate,master's degree,true,true,false
Eulalie Annear,36,Yuan Renminbi,Yakijo,China,retail,high school diploma,true,false,false
Karrie Huxley,78,Euro,Divanoodle,France,technology,master's degree,true,true,false
Ardella Ibell,40,Zloty,Meevee,Poland,finance,PhD,false,true,false
Carling Strauss,66,Yuan Renminbi,Gigashots,China,finance,high school diploma,true,false,false
Waylen Hadgraft,81,Euro,Roomm,Portugal,technology,PhD,true,false,false
Mattie Curran,54,Yuan Renminbi,Blogspan,China,finance,bachelor's degree,false,false,false
Jeffy Dregan,79,Zloty,Yakijo,Poland,retail,master's degree,false,false,true
Layla Edser,75,Yuan Renminbi,Voonder,China,technology,PhD,true,false,false
Danella O'Flynn,47,Peso,Oba,Mexico,real estate,high school diploma,true,true,false
Gran Hinken,82,Rupiah,Eayo,Indonesia,retail,high school diploma,false,false,false
Sofie Jemmett,49,Dollar,Podcat,United States,retail,high school diploma,true,false,false
Phylis Sprouls,90,Ruble,Jaxspan,Russia,technology,master's degree,false,true,true
Hugh Gilcrist,41,Rupiah,Roombo,Indonesia,technology,bachelor's degree,false,false,false
Marci Cassella,90,Peso,Flipbug,Colombia,retail,master's degree,true,false,true
Bride Di Gregorio,58,Ruble,Babbleblab,Russia,finance,bachelor's degree,true,false,true
Eirena Carmody,33,Rial,Zoovu,Yemen,technology,bachelor's degree,false,true,true
Tammi Chartre,68,Rupiah,Shuffletag,Indonesia,retail,bachelor's degree,true,true,false
Mannie Usmar,70,Yuan Renminbi,Ainyx,China,finance,master's degree,false,false,true
Elizabeth McGoon,67,Tugrik,Jazzy,Mongolia,technology,master's degree,false,true,false
Davon Lillywhite,33,Rupiah,Tanoodle,Indonesia,finance,bachelor's degree,false,true,true
Nissa Cullnean,90,Rial,Tazzy,Iran,finance,PhD,false,false,true
Faulkner Lucchi,48,Real,Trilith,Brazil,retail,bachelor's degree,false,false,false
Ainslie Althrop,87,Rupiah,Topiczoom,Indonesia,real estate,bachelor's degree,false,false,false
Cloris Jagson,41,Yuan Renminbi,Feedspan,China,real estate,PhD,false,false,true
Conny Taillant,53,Peso,Oyoba,Philippines,technology,high school diploma,false,true,false
Abramo Sleep,34,Euro,Linktype,Portugal,real estate,master's degree,true,false,false
Raphaela Dunk,42,Euro,Browsezoom,France,technology,master's degree,false,true,true
Celestyn Matchitt,48,Yuan Renminbi,Gigabox,China,finance,PhD,true,true,false
Claus Dresse,35,Ruble,Dynazzy,Russia,technology,bachelor's degree,true,false,false
Abner McAnulty,83,Euro,Gigashots,France,finance,bachelor's degree,true,false,true
Oberon Severn,44,Litas,Dazzlesphere,Lithuania,technology,bachelor's degree,true,true,false
Georgianna Heller,86,Yuan Renminbi,Yambee,China,retail,bachelor's degree,true,true,true
Kahlil Berkley,57,Dollar,Snaptags,United States,real estate,master's degree,false,false,true
Emmalyn Huebner,65,Peso,Jayo,Philippines,retail,high school diploma,false,true,true
Dominik Greenhalf,77,Yen,Miboo,Japan,finance,PhD,true,false,true
Carlyle Finnemore,70,Rupiah,Gigazoom,Indonesia,technology,high school diploma,true,false,false
Orelle Pinyon,49,Rupiah,Zoomlounge,Indonesia,real estate,master's degree,false,true,true
Addy Wimpey,77,Real,Quatz,Brazil,retail,bachelor's degree,true,true,true
Shelby Masden,76,Naira,Einti,Nigeria,finance,master's degree,false,false,true
Franni Phillcock,70,Yuan Renminbi,DabZ,China,technology,master's degree,false,false,false
Sherlocke Arnoll,33,Yuan Renminbi,Feedfire,China,retail,PhD,false,true,true
Bobina Spivey,75,Euro,Realblab,Spain,retail,master's degree,true,true,false
Cirstoforo Nellies,31,Franc,Edgeclub,Switzerland,technology,master's degree,false,true,true
Kaspar Livingston,54,Baht,Eamia,Thailand,finance,high school diploma,false,true,false
Oralie Houdhury,38,Yuan Renminbi,Thoughtmix,China,retail,master's degree,true,true,true
Trix Batty,54,Yuan Renminbi,Jamia,China,real estate,high school diploma,false,false,true
Brandie Durning,66,Rupiah,Trupe,Indonesia,retail,bachelor's degree,false,false,true
Ichabod Mumberson,56,Euro,Dabtype,Germany,finance,master's degree,false,false,true
Bradney Silvester,85,Pound,Twitterlist,United Kingdom,finance,PhD,false,false,true
Weylin Dowsing,42,Shekel,Gabvine,Palestinian Territory,finance,bachelor's degree,true,false,true
Lilith Hammerberger,38,Yuan Renminbi,Wikido,China,finance,master's degree,false,true,true
Webb Seiter,82,Rupiah,Zooveo,Indonesia,real estate,bachelor's degree,false,false,false
Keely Greening,31,Peso,Flashspan,Philippines,finance,PhD,false,true,true
Dacia Sieb,72,Balboa,Mydo,Panama,real estate,master's degree,true,true,true
Lea Heighway,31,Yuan Renminbi,Bubblebox,China,technology,PhD,false,true,false
Thomasa Dufaur,74,Euro,Fatz,France,retail,high school diploma,false,false,false
Baxter Fleet,44,Yuan Renminbi,Jabbersphere,China,technology,PhD,true,false,true
Reiko Donnellan,49,Dollar,Gabvine,Canada,real estate,master's degree,true,false,true
Law Austins,63,Euro,Kayveo,France,technology,bachelor's degree,false,false,true
Belva Manolov,86,Euro,Thoughtworks,France,retail,bachelor's degree,false,true,true
Remy Sneezem,58,Krona,Mymm,Sweden,finance,bachelor's degree,true,true,true
Prentiss Risen,65,Yuan Renminbi,Rooxo,China,retail,bachelor's degree,true,false,true
Bealle Elfes,67,Real,Jaloo,Brazil,finance,PhD,false,false,true
Annabell Robillart,71,Metical,Jamia,Mozambique,real estate,master's degree,true,false,false
Brit Tullot,73,Franc,Bluezoom,Chad,real estate,master's degree,true,true,true
Karol Loomis,74,Dirham,Leexo,Morocco,finance,master's degree,false,false,false
Tedman Durling,90,Ruble,Tanoodle,Russia,retail,PhD,false,false,true
Kip Felkin,42,Peso,Kazio,Philippines,finance,master's degree,false,true,false
Ode Poate,48,Sol,Vidoo,Peru,finance,bachelor's degree,false,false,false
Rollo Quogan,74,Yuan Renminbi,Fivespan,China,retail,PhD,false,true,true
Kory Boncore,56,Yuan Renminbi,Lazz,China,retail,master's degree,true,true,false
Leon Hasney,45,Euro,Vitz,Italy,real estate,PhD,true,false,false
Tammie Blandamore,66,Dollar,Babbleopia,Canada,finance,high school diploma,true,false,false
Blanche Renak,62,Rupee,Demimbu,Mauritius,real estate,high school diploma,false,true,false
Elmore Lyte,34,Yuan Renminbi,Innojam,China,retail,PhD,false,false,false
Phyllis Harcombe,38,Rupiah,Divape,Indonesia,technology,bachelor's degree,false,true,false
Marshal Philipps,59,Hryvnia,Aimbo,Ukraine,real estate,high school diploma,true,false,true
Chad de Guise,52,Dollar,Thoughtbridge,Jamaica,finance,master's degree,false,true,false
Guillema Larvin,43,Tugrik,Dablist,Mongolia,technology,master's degree,true,false,false
Noam Connell,84,Rupiah,Eimbee,Indonesia,finance,bachelor's degree,false,true,false
Matthaeus Tremblay,53,Rupee,Roomm,Sri Lanka,technology,high school diploma,false,true,true
Leonora Van Niekerk,44,Euro,Wordware,Slovenia,technology,master's degree,false,false,true
Minetta Fattori,77,Bolivar,Twinte,Venezuela,retail,master's degree,false,false,true
Pren Cowling,54,Euro,Roomm,Germany,retail,master's degree,false,false,false
Kaile Fullylove,55,Won,Yata,South Korea,technology,PhD,true,false,false
Carol-jean Helkin,83,Ruble,Fivechat,Russia,finance,master's degree,true,true,false
Marjorie Laughren,61,Krona,Dynava,Sweden,real estate,PhD,false,false,false
Ashly Caldairou,43,Dong,Linklinks,Vietnam,real estate,high school diploma,false,false,false
Shelbi Besson,88,Ruble,Divanoodle,Russia,technology,PhD,false,true,false
Willi Pickervance,88,Guilder,Cogidoo,Aruba,finance,master's degree,true,true,true
Nicky Kleinstub,58,Dollar,Skajo,Namibia,technology,master's degree,true,true,true
Sullivan Bleazard,36,Ruble,Dabjam,Russia,technology,high school diploma,true,false,true
Carolina Ducarne,75,Real,Wordtune,Brazil,retail,master's degree,true,false,false
Sydney King,70,Hryvnia,Thoughtstorm,Ukraine,retail,bachelor's degree,true,false,false
Aluino Scotchbourouge,84,Baht,Ntags,Thailand,retail,high school diploma,true,false,false
Purcell Farny,39,Euro,Zoomzone,Ireland,technology,master's degree,true,true,false
Nobie Gajownik,40,Zloty,Pixope,Poland,finance,master's degree,true,false,false
Janet Larkins,84,Cordoba,Latz,Nicaragua,finance,master's degree,true,false,true
Reinold Bisiker,61,Dong,Browsetype,Vietnam,finance,bachelor's degree,false,false,false
Truman Lamacraft,85,Koruna,Trupe,Czech Republic,retail,master's degree,false,false,true
Dusty Daltrey,54,Euro,Kazu,Portugal,technology,master's degree,false,true,false
Charo Washington,61,Lek,Realfire,Albania,finance,high school diploma,false,true,true
Sheffie Westwater,61,Zloty,Kazu,Poland,retail,PhD,true,false,false
Haze Allott,65,Ruble,Viva,Russia,technology,high school diploma,true,false,false
Feliks Raffon,45,Peso,Devpoint,Philippines,finance,high school diploma,true,false,true
Mandel Rief,37,Ruble,DabZ,Russia,technology,bachelor's degree,true,true,false
Herby Doche,63,Naira,Gigazoom,Nigeria,technology,PhD,true,false,false
Alfie Schollar,72,Euro,Quimm,France,retail,master's degree,false,true,false
Vinni Garioch,48,Peso,Dynabox,Mexico,finance,high school diploma,false,true,true
Karissa Curnnok,59,Ruble,Devbug,Russia,retail,master's degree,true,false,true
Adah Howles,44,Peso,Tagchat,Colombia,retail,PhD,false,false,true
Amalia Hallt,68,Koruna,Wordtune,Czech Republic,finance,PhD,false,false,false
Collete Roddick,89,Rupiah,Quinu,Indonesia,retail,high school diploma,false,true,false
Ingaborg Gallardo,68,Sol,Twitterworks,Peru,retail,bachelor's degree,false,true,true
Katinka Cathersides,74,Yen,Flipstorm,Japan,finance,master's degree,true,true,false
Ole Vel,36,Pound,Browsecat,Syria,finance,master's degree,false,false,false
Honor Vlasyuk,59,Real,Vidoo,Brazil,real estate,PhD,false,true,true
Bria Onraet,62,Euro,Fiveclub,France,finance,bachelor's degree,true,true,false
Drew Asp,35,Real,Edgeclub,Brazil,technology,bachelor's degree,true,true,false
Paulina Shapiro,83,Dong,Voonder,Vietnam,retail,master's degree,false,false,true
Nikos Stieger,56,Ruble,Twitternation,Russia,technology,PhD,false,false,false
Saunder Boater,55,Dollar,Tagchat,Canada,technology,PhD,false,false,true
Arlana Fearey,76,Krone,Oyondu,Norway,finance,bachelor's degree,false,false,true
Peirce Elie,37,Rand,Topdrive,South Africa,real estate,bachelor's degree,true,false,true
Hedda Byfield,60,Rupee,Quimba,Pakistan,finance,master's degree,false,true,false
Pacorro Capeling,40,Yuan Renminbi,Tagpad,China,technology,PhD,true,false,false
Will Janodet,76,Ruble,Edgeclub,Russia,retail,PhD,true,false,true
Sosanna Petkov,75,Ruble,Yamia,Russia,finance,high school diploma,true,true,false
Vernor Attree,33,Dinar,Vimbo,Libya,technology,PhD,true,false,true
Jermayne Willmore,63,Peso,Twinder,Colombia,real estate,bachelor's degree,false,true,true
Lind Dutteridge,77,Rial,Quaxo,Iran,retail,high school diploma,true,true,true
Duffy Abriani,84,Peso,Agivu,Mexico,retail,master's degree,true,false,true
Conney Nower,69,Yuan Renminbi,Jaxnation,China,real estate,high school diploma,false,true,true
Deane McCormack,33,Peso,Youspan,Philippines,retail,master's degree,false,false,true
Chaddie Swindlehurst,44,Peso,Shuffletag,Philippines,finance,bachelor's degree,false,true,true
Nariko Aronow,89,Dollar,Vidoo,Canada,real estate,high school diploma,false,true,true
Eadmund Yakebovitch,88,Ruble,Rhynyx,Russia,real estate,PhD,false,false,false
Celinda Cabena,40,Hryvnia,Realblab,Ukraine,technology,PhD,false,false,true
Archaimbaud Dawton,58,Real,Brainlounge,Brazil,retail,PhD,true,false,true
Leoline Terram,52,Koruna,Cogibox,Czech Republic,finance,PhD,true,true,true
Rudie Canti,35,Sol,Dynabox,Peru,finance,PhD,true,false,true
Zorana Keach,44,Rupee,Skinder,Pakistan,finance,bachelor's degree,true,true,true
Cleavland Norcop,68,Koruna,Kare,Czech Republic,retail,high school diploma,false,false,false
Paule Gomar,50,Yuan Renminbi,Chatterpoint,China,technology,bachelor's degree,true,false,true
Laurie Severwright,67,Zloty,Zoomdog,Poland,finance,master's degree,false,true,true
Burtie Playle,79,Pound,Twimbo,Sudan,finance,bachelor's degree,true,false,false
Darby Condie,45,Yuan Renminbi,Edgeclub,China,finance,high school diploma,true,true,true
Rourke Lugg,82,Yuan Renminbi,Rhynyx,China,finance,bachelor's degree,false,false,true
Errol Merida,54,Yuan Renminbi,Fiveclub,China,real estate,high school diploma,true,false,true
Hugo Cohrs,52,Yuan Renminbi,Devpoint,China,real estate,bachelor's degree,false,false,true
Drusilla Park,75,Baht,Skyvu,Thailand,technology,bachelor's degree,false,true,false
Parnell Hellcat,41,Yuan Renminbi,Ozu,China,technology,master's degree,false,true,false
Mickie Rycroft,44,Zloty,Wordtune,Poland,retail,PhD,true,true,false
Gustie D'Onise,87,Krona,Quatz,Sweden,retail,master's degree,true,false,false
Rinaldo Acres,73,Bolivar,Flipstorm,Venezuela,technology,master's degree,false,false,true
Corri Strowan,66,Yuan Renminbi,Npath,China,retail,bachelor's degree,false,false,false
Kelci Bugdall,68,Pula,Realmix,Botswana,retail,master's degree,true,false,false
Lammond Scardifield,43,Peso,Layo,Colombia,real estate,bachelor's degree,false,false,true
Hanny Bolmann,36,Dollar,Zoombox,United States,real estate,bachelor's degree,false,false,true
Arie Espasa,38,Euro,Kanoodle,Portugal,real estate,high school diploma,false,false,true
Angel Cuthill,86,Tenge,Feedmix,Kazakhstan,finance,bachelor's degree,false,true,false
Ollie Buey,66,Dollar,Jaxworks,Canada,technology,PhD,true,false,false
Cullan Mackstead,76,Ruble,Eidel,Russia,real estate,master's degree,true,true,true
Natty Caulket,78,Krona,Yotz,Sweden,real estate,bachelor's degree,false,true,false
Edyth Oleszkiewicz,46,Metical,Feedspan,Mozambique,retail,master's degree,false,true,true
Brandtr De Hooch,48,Krona,Linkbridge,Sweden,retail,PhD,true,true,false
Nyssa Siege,83,Peso,Flipstorm,Philippines,finance,PhD,false,true,false
Dedie Dana,63,Kyat,Myworks,Myanmar,real estate,master's degree,true,false,true
Caril Petrelluzzi,52,Krona,Skinix,Sweden,real estate,PhD,true,true,false
Cati Rowen,50,Yuan Renminbi,Myworks,China,technology,master's degree,true,false,false
Ruthie Swadden,36,Euro,Voonyx,Portugal,real estate,master's degree,false,true,true
Rubetta Lukock,31,Euro,Quamba,Slovenia,real estate,bachelor's degree,true,false,false
Herbert Heeley,42,Yuan Renminbi,Skimia,China,technology,PhD,true,true,true
Mahmud Allom,60,Hryvnia,Kaymbo,Ukraine,retail,bachelor's degree,false,true,true
Kass Yegorkin,53,Zloty,Riffwire,Poland,real estate,PhD,false,true,false
Candida Moro,90,Real,Leenti,Brazil,retail,high school diploma,false,false,true
Bard Laraway,46,Koruna,Voonyx,Czech Republic,retail,PhD,false,true,true
Elvera Leggitt,64,Tenge,Topiczoom,Kazakhstan,retail,master's degree,true,false,true
Koren Fayter,43,Won,Tazzy,North Korea,finance,high school diploma,false,true,true
Emlyn Phinnis,55,Real,Oyoba,Brazil,retail,high school diploma,false,true,true
Jessamine Ovitts,53,Krona,Centimia,Sweden,retail,high school diploma,true,false,false
Travis Mattingley,46,Pound,Tagpad,Syria,technology,bachelor's degree,true,true,true
Thorstein Malling,58,Yuan Renminbi,Brainlounge,China,retail,master's degree,true,true,false
Joell Huggon,82,Manat,Meeveo,Azerbaijan,retail,high school diploma,true,true,false
Lucian McLachlan,75,Krona,Fivebridge,Sweden,retail,PhD,false,true,false
Corette Mullaney,81,Rupiah,Oyoba,Indonesia,retail,master's degree,true,false,false
Claudine Cubley,69,Krona,Skajo,Sweden,retail,master's degree,true,false,true
Melloney Fiveash,57,Bolivar,Fivebridge,Venezuela,technology,bachelor's degree,true,true,false
Bertha Berfoot,44,Euro,Pixonyx,Greece,real estate,PhD,true,true,false
Delly Fallowes,70,Dollar,Mymm,Saint Lucia,technology,high school diploma,false,false,true
Doll Rennebach,72,Peso,Rhyzio,Philippines,retail,PhD,false,true,true
Vachel Burdin,84,Krona,Mydeo,Sweden,retail,high school diploma,false,true,false
Tamra Witcher,49,Shilling,Gigashots,Kenya,finance,bachelor's degree,true,true,false
Dorolisa Anster,54,Euro,Yoveo,Netherlands,retail,master's degree,false,true,false
Romona Kilshall,71,Lempira,Yambee,Honduras,real estate,PhD,true,true,true
Chrissie Cockran,82,Peso,Blognation,Argentina,technology,high school diploma,false,true,true
Gwenny Wadeling,81,Dinar,Yodo,Tunisia,real estate,high school diploma,true,false,true
Vanna Kaindl,51,Rupiah,Skipfire,Indonesia,real estate,PhD,true,false,false
Leland Errowe,75,Euro,Fanoodle,Ireland,finance,PhD,true,false,false
Melosa Docket,52,Denar,Kamba,Macedonia,finance,PhD,false,true,false
Georgiana Crosbie,37,Koruna,Youbridge,Czech Republic,finance,master's degree,true,false,true
Irina Peagram,64,Krona,Digitube,Sweden,retail,master's degree,false,true,false
Flore McGibbon,43,Dollar,Babbleset,Marshall Islands,retail,bachelor's degree,false,true,false
Margaux Bamblett,71,Manat,Trunyx,Azerbaijan,real estate,high school diploma,true,true,false
Albertine Kildea,60,Yuan Renminbi,Jabbertype,China,finance,bachelor's degree,false,true,false
Bradford Feeham,55,Real,Eabox,Brazil,technology,master's degree,true,false,true
Cesare Le Maitre,83,Euro,Buzzbean,Portugal,technology,master's degree,false,false,true
Ingeberg Swinfon,31,Euro,Aimbu,Ireland,finance,master's degree,true,false,true
Amity Divina,50,Shilling,Myworks,Tanzania,real estate,bachelor's degree,true,true,false
Haydon Drei,31,Peso,Kwimbee,Mexico,retail,bachelor's degree,true,false,false
Kelby Elleray,67,Yen,Wordify,Japan,technology,master's degree,true,true,false
Judon Sawyer,44,Rupiah,Blogtags,Indonesia,technology,high school diploma,true,true,false
Worthy Antcliff,49,Hryvnia,Bubbletube,Ukraine,finance,master's degree,true,false,false
Olivero Whife,44,Peso,Photofeed,Argentina,real estate,master's degree,false,true,false
Sayers Bogace,67,Euro,Brainlounge,Netherlands,retail,bachelor's degree,false,false,false
Dulcinea Sturgess,65,Shilling,Yakitri,Tanzania,real estate,PhD,false,true,true
Wald Osipenko,82,Peso,Thoughtbeat,Philippines,technology,high school diploma,false,false,true
Kevin Searles,54,Rupiah,Brainsphere,Indonesia,technology,high school diploma,true,true,false
Cesaro Tapton,62,Shekel,Tagopia,Palestinian Territory,retail,master's degree,true,false,true
Barnabas Cogdell,41,Franc,Meetz,Democratic Republic of the Congo,finance,PhD,true,true,true
Guss Sobey,59,Ruble,Dabvine,Russia,finance,PhD,true,false,true
Robina Grichukhin,30,Rupiah,Brightbean,Indonesia,technology,PhD,false,true,false
Lydia Pilbury,43,Real,Topiczoom,Brazil,real estate,PhD,false,false,false
Moyra Le - Count,74,Peso,Abata,Philippines,technology,PhD,true,true,true
Jackqueline Neller,77,Euro,Eayo,Finland,real estate,bachelor's degree,false,false,true
Tabbitha Kryszkiecicz,63,Euro,Trudeo,Portugal,retail,high school diploma,true,false,false
Padget Meldon,85,Rupiah,Trupe,Indonesia,real estate,master's degree,false,false,false
Jordanna Scally,73,Ruble,Avamba,Russia,retail,bachelor's degree,true,true,true
Ranice Feathersby,36,Yuan Renminbi,Edgewire,China,technology,PhD,false,false,true
Carmine Letford,31,Yuan Renminbi,Skiba,China,retail,PhD,true,false,true
Jayme Ferrone,51,Yuan Renminbi,Eamia,China,finance,PhD,true,true,true
Moria Verdun,69,Yuan Renminbi,Photospace,China,technology,high school diploma,true,true,false
Wells Ivchenko,83,Krone,Blogtags,Norway,finance,master's degree,false,true,false
Britney Glennard,68,Peso,Gabspot,Philippines,technology,high school diploma,true,true,true
Bobbie McConway,82,Peso,Jaxnation,Philippines,finance,PhD,false,true,false
Tandy Indge,38,Bolivar,Centizu,Venezuela,real estate,high school diploma,true,false,false
